id,observed_at_utc,latitude,longitude,common_name,scientific_name,ebird_species_code,age,sex,bird_status,cause
eb794165-1165-464b-bf40-2867f159246c,,33.773962,-84.396254,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown
87efb1b7-1cb1-4fc1-8a2d-d8a8558964bd,2022-09-26 16:10:59+00:00,33.779525,-84.396603,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,unknown
5beef1b1-96d2-4da9-8ef2-914c9003f818,2022-09-26 23:00:52+00:00,33.775387,-84.397022,Swainson's Thrush,Catharus ustulatus,swathr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
979c6a3c-3b26-47f0-9df7-e2ceadcdeaee,2022-09-27 20:50:48+00:00,33.772136,-84.394055,Ovenbird,Seiurus aurocapilla,ovenbi1,UNKNOWN,UNKNOWN,DEAD,unknown
c7666f2d-5d56-4192-b3e0-38327e2722f3,2022-09-27 21:45:16+00:00,33.777679,-84.40378,Ovenbird,Seiurus aurocapilla,ovenbi1,ADULT,UNKNOWN,DEAD,collision with building/structure
96f4ac40-2377-4fcd-9484-f85cf045856d,,33.775264,-84.399768,Gray Catbird,Dumetella carolinensis,grycat,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
8c481bd9-923d-4a6e-9ad2-26e3731c148d,2022-09-28 18:51:44+00:00,33.775806,-84.387471,Wood Thrush,Hylocichla mustelina,woothr,UNKNOWN,UNKNOWN,DEAD,unknown
ee475d38-eebc-46a2-811f-01689d09a464,2022-09-29 17:09:22+00:00,33.775172,-84.401682,warbler sp. (Parulidae sp.),Parulidae sp.,warble,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
a98661df-3dee-4e75-8daf-7d630c38f557,2022-09-29 17:58:52+00:00,33.779931,-84.3963,Tennessee Warbler,Leiothlypis peregrina,tenwar,UNKNOWN,UNKNOWN,DEAD,unknown
b799fb93-ce3b-4b0c-b254-56fec9c0ce5b,,33.775265,-84.39961,unknown,unknown,,UNKNOWN,UNKNOWN,DEAD,unknown
6e9dbb22-f6bb-4aa9-9712-3c2f5a8aac5a,,33.775214,-84.399618,Gray Catbird,Dumetella carolinensis,grycat,ADULT,UNKNOWN,DEAD,collision with building/structure
43f96a9b-cae2-4b77-8b9d-f4476b12c108,2022-10-03 03:35:15+00:00,33.780039,-84.396565,Gray Catbird,Dumetella carolinensis,grycat,UNKNOWN,UNKNOWN,DEAD,unknown
0cddd3a2-3feb-4f7a-aae1-002ae8ee9063,2022-10-03 11:47:28+00:00,33.779772,-84.396642,Brown Thrasher,Toxostoma rufum,brnthr,UNKNOWN,UNKNOWN,DEAD,collision with building/structure
1be4bdc0-c5e9-4f3f-bc70-d8116a16a7c0,2022-10-03 12:28:04+00:00,33.779613,-84.396844,Brown Thrasher,Toxostoma rufum,brnthr,ADULT,UNKNOWN,DEAD,collision with building/structure
